custom_id,restaurant_name,course,dish_name,source_webp_path,output_png_path,status,note
recipe-image-012-quelite-soup,Quelite,Soup,Squash blossom soup with epazote oil and crema fresca,dish_pictures/Chef_Ximena_Vallejo-Quelite-Soup-Squash_blossom_soup_with_epazote_oil_and_crema_fresca.webp,artifacts/recipe_images/new_pngs/recipe-image-012-quelite-soup.png,saved,
recipe-image-013-quelite-fish,Quelite,Fish,"Pescado zarandeado with plantain, avocado leaf, and lime ash","dish_pictures/Chef_Ximena_Vallejo-Quelite-Fish-Pescado_zarandeado_with_plantain,_avocado_leaf,_and_lime_ash.webp",artifacts/recipe_images/new_pngs/recipe-image-013-quelite-fish.png,saved,
recipe-image-014-quelite-meat,Quelite,Meat,Duck in black mole with roasted cherry and sesame,dish_pictures/Chef_Ximena_Vallejo-Quelite-Meat-Duck_in_black_mole_with_roasted_cherry_and_sesame.webp,artifacts/recipe_images/new_pngs/recipe-image-014-quelite-meat.png,saved,
recipe-image-015-quelite-dessert,Quelite,Dessert,Goat milk flan with piloncillo and citrus oil,dish_pictures/Chef_Ximena_Vallejo-Quelite-Dessert-Goat_milk_flan_with_piloncillo_and_citrus_oil.webp,artifacts/recipe_images/new_pngs/recipe-image-015-quelite-dessert.png,saved,
recipe-image-016-surcos-snacks,Surcos,Snacks,Marinated anchovy with tomato water and arbequina oil,dish_pictures/Chef_Daniel_Muñoz-Surcos-Snacks-Marinated_anchovy_with_tomato_water_and_arbequina_oil.webp,artifacts/recipe_images/new_pngs/recipe-image-016-surcos-snacks.png,saved,
recipe-image-017-surcos-rice,Surcos,Rice,"Lobster rice with saffron, sea fennel, and smoked stock","dish_pictures/Chef_Daniel_Muñoz-Surcos-Rice-Lobster_rice_with_saffron,_sea_fennel,_and_smoked_stock.webp",artifacts/recipe_images/new_pngs/recipe-image-017-surcos-rice.png,saved,
recipe-image-018-surcos-vegetable,Surcos,Vegetable,Charcoal artichoke with jamón consommé and garlic emulsion,dish_pictures/Chef_Daniel_Muñoz-Surcos-Vegetable-Charcoal_artichoke_with_jamón_consommé_and_garlic_emulsion.webp,artifacts/recipe_images/new_pngs/recipe-image-018-surcos-vegetable.png,saved,
recipe-image-019-surcos-meat,Surcos,Meat,"Suckling pig with grapes, rosemary, and PX glaze","dish_pictures/Chef_Daniel_Muñoz-Surcos-Meat-Suckling_pig_with_grapes,_rosemary,_and_PX_glaze.webp",artifacts/recipe_images/new_pngs/recipe-image-019-surcos-meat.png,saved,
recipe-image-020-surcos-dessert,Surcos,Dessert,Almond crema catalana with sherry jelly and orange zest,dish_pictures/Chef_Daniel_Muñoz-Surcos-Dessert-Almond_crema_catalana_with_sherry_jelly_and_orange_zest.webp,artifacts/recipe_images/new_pngs/recipe-image-020-surcos-dessert.png,saved,
recipe-image-021-bronze-hall-snack,Bronze Hall,Snack,"Cured trout with dill oil, whey, and rye crisp","dish_pictures/Chef_Rasmus_Berg-Bronze_Hall-Snack-Cured_trout_with_dill_oil,_whey,_and_rye_crisp.webp",artifacts/recipe_images/new_pngs/recipe-image-021-bronze-hall-snack.png,saved,
recipe-image-022-bronze-hall-seafood,Bronze Hall,Seafood,Scallop with hay butter and green apple,dish_pictures/Chef_Rasmus_Berg-Bronze_Hall-Seafood-Scallop_with_hay_butter_and_green_apple.webp,artifacts/recipe_images/new_pngs/recipe-image-022-bronze-hall-seafood.png,saved,
recipe-image-023-bronze-hall-broth,Bronze Hall,Broth,Fermented mushroom broth with root vegetables and barley,dish_pictures/Chef_Rasmus_Berg-Bronze_Hall-Broth-Fermented_mushroom_broth_with_root_vegetables_and_barley.webp,artifacts/recipe_images/new_pngs/recipe-image-023-bronze-hall-broth.png,saved,
recipe-image-024-bronze-hall-game,Bronze Hall,Game,"Reindeer with juniper, smoked beet, and blackcurrant leaf","dish_pictures/Chef_Rasmus_Berg-Bronze_Hall-Game-Reindeer_with_juniper,_smoked_beet,_and_blackcurrant_leaf.webp",artifacts/recipe_images/new_pngs/recipe-image-024-bronze-hall-game.png,saved,
recipe-image-025-bronze-hall-dessert,Bronze Hall,Dessert,Frozen cloudberry with cultured cream and oat crunch,dish_pictures/Chef_Rasmus_Berg-Bronze_Hall-Dessert-Frozen_cloudberry_with_cultured_cream_and_oat_crunch.webp,artifacts/recipe_images/new_pngs/recipe-image-025-bronze-hall-dessert.png,saved,
recipe-image-026-siam-no-9-opening,Siam No. 9,Opening,"Crab miang with betel leaf, coconut, and lime leaf","dish_pictures/Chef_Pailin_Anan-Siam_No._9-Opening-Crab_miang_with_betel_leaf,_coconut,_and_lime_leaf.webp",artifacts/recipe_images/new_pngs/recipe-image-026-siam-no-9-opening.png,saved,
recipe-image-027-siam-no-9-seafood,Siam No. 9,Seafood,"Grilled river prawn with chili, lime, and Thai basil","dish_pictures/Chef_Pailin_Anan-Siam_No._9-Seafood-Grilled_river_prawn_with_chili,_lime,_and_Thai_basil.webp",artifacts/recipe_images/new_pngs/recipe-image-027-siam-no-9-seafood.png,saved,
recipe-image-028-siam-no-9-curry,Siam No. 9,Curry,Turmeric-poached fish with herb broth and young coconut,dish_pictures/Chef_Pailin_Anan-Siam_No._9-Curry-Turmeric-poached_fish_with_herb_broth_and_young_coconut.webp,artifacts/recipe_images/new_pngs/recipe-image-028-siam-no-9-curry.png,saved,
recipe-image-029-siam-no-9-meat,Siam No. 9,Meat,Wagyu with green peppercorn relish and shallot ash,dish_pictures/Chef_Pailin_Anan-Siam_No._9-Meat-Wagyu_with_green_peppercorn_relish_and_shallot_ash.webp,artifacts/recipe_images/new_pngs/recipe-image-029-siam-no-9-meat.png,saved,
recipe-image-030-siam-no-9-dessert,Siam No. 9,Dessert,Pandan custard with palm sugar caramel and sesame,dish_pictures/Chef_Pailin_Anan-Siam_No._9-Dessert-Pandan_custard_with_palm_sugar_caramel_and_sesame.webp,artifacts/recipe_images/new_pngs/recipe-image-030-siam-no-9-dessert.png,saved,
recipe-image-031-sézanne-nouvelle-bite,Sézanne Nouvelle,Bite,Brioche with cultured butter and kombu salt,dish_pictures/Chef_Kenji_Morel-Sézanne_Nouvelle-Bite-Brioche_with_cultured_butter_and_kombu_salt.webp,artifacts/recipe_images/new_pngs/recipe-image-031-sézanne-nouvelle-bite.png,saved,
recipe-image-032-sézanne-nouvelle-soup,Sézanne Nouvelle,Soup,"Bouillabaisse with saffron, yuzu kosho, and fennel","dish_pictures/Chef_Kenji_Morel-Sézanne_Nouvelle-Soup-Bouillabaisse_with_saffron,_yuzu_kosho,_and_fennel.webp",artifacts/recipe_images/new_pngs/recipe-image-032-sézanne-nouvelle-soup.png,saved,
recipe-image-033-sézanne-nouvelle-fish,Sézanne Nouvelle,Fish,Turbot with cauliflower and Champagne sabayon,dish_pictures/Chef_Kenji_Morel-Sézanne_Nouvelle-Fish-Turbot_with_cauliflower_and_Champagne_sabayon.webp,artifacts/recipe_images/new_pngs/recipe-image-033-sézanne-nouvelle-fish.png,saved,
recipe-image-034-sézanne-nouvelle-meat,Sézanne Nouvelle,Meat,Pigeon with morels and soy-glazed onion,dish_pictures/Chef_Kenji_Morel-Sézanne_Nouvelle-Meat-Pigeon_with_morels_and_soy-glazed_onion.webp,artifacts/recipe_images/new_pngs/recipe-image-034-sézanne-nouvelle-meat.png,saved,
recipe-image-035-sézanne-nouvelle-dessert,Sézanne Nouvelle,Dessert,Strawberry mille-feuille with shiso cream,dish_pictures/Chef_Kenji_Morel-Sézanne_Nouvelle-Dessert-Strawberry_mille-feuille_with_shiso_cream.webp,artifacts/recipe_images/new_pngs/recipe-image-035-sézanne-nouvelle-dessert.png,saved,
recipe-image-036-table-des-herbes-opening,Table des Herbes,Opening,"Sea bream with fennel pollen, apple, and verjus","dish_pictures/Chef_Clément_Verjus-Table_des_Herbes-Opening-Sea_bream_with_fennel_pollen,_apple,_and_verjus.webp",artifacts/recipe_images/new_pngs/recipe-image-036-table-des-herbes-opening.png,saved,
recipe-image-037-table-des-herbes-vegetable,Table des Herbes,Vegetable,Asparagus with smoked egg yolk and wild herbs,dish_pictures/Chef_Clément_Verjus-Table_des_Herbes-Vegetable-Asparagus_with_smoked_egg_yolk_and_wild_herbs.webp,artifacts/recipe_images/new_pngs/recipe-image-037-table-des-herbes-vegetable.png,saved,
recipe-image-038-table-des-herbes-fish,Table des Herbes,Fish,"Turbot with beurre blanc, spring peas, and tarragon","dish_pictures/Chef_Clément_Verjus-Table_des_Herbes-Fish-Turbot_with_beurre_blanc,_spring_peas,_and_tarragon.webp",artifacts/recipe_images/new_pngs/recipe-image-038-table-des-herbes-fish.png,saved,
recipe-image-039-table-des-herbes-meat,Table des Herbes,Meat,Veal sweetbread with mushroom jus and parsley root,dish_pictures/Chef_Clément_Verjus-Table_des_Herbes-Meat-Veal_sweetbread_with_mushroom_jus_and_parsley_root.webp,artifacts/recipe_images/new_pngs/recipe-image-039-table-des-herbes-meat.png,saved,
recipe-image-040-table-des-herbes-dessert,Table des Herbes,Dessert,Madeleines with olive oil and citrus,dish_pictures/Chef_Clément_Verjus-Table_des_Herbes-Dessert-Madeleines_with_olive_oil_and_citrus.webp,artifacts/recipe_images/new_pngs/recipe-image-040-table-des-herbes-dessert.png,saved,
recipe-image-041-sushi-lumière-sakizuke,Sushi Lumière,Sakizuke,"Seasonal crab with celeriac, yuzu, and chive oil","dish_pictures/Chef_Tomoyuki_Lambert-Sushi_Lumière-Sakizuke-Seasonal_crab_with_celeriac,_yuzu,_and_chive_oil.webp",artifacts/recipe_images/new_pngs/recipe-image-041-sushi-lumière-sakizuke.png,saved,
recipe-image-042-sushi-lumière-sashimi,Sushi Lumière,Sashimi,"Sea bream sashimi with apple vinegar, shiso, and sea salt","dish_pictures/Chef_Tomoyuki_Lambert-Sushi_Lumière-Sashimi-Sea_bream_sashimi_with_apple_vinegar,_shiso,_and_sea_salt.webp",artifacts/recipe_images/new_pngs/recipe-image-042-sushi-lumière-sashimi.png,saved,
recipe-image-043-sushi-lumière-nigiri,Sushi Lumière,Nigiri,Chutoro nigiri with aged soy and grated wasabi,dish_pictures/Chef_Tomoyuki_Lambert-Sushi_Lumière-Nigiri-Chutoro_nigiri_with_aged_soy_and_grated_wasabi.webp,artifacts/recipe_images/new_pngs/recipe-image-043-sushi-lumière-nigiri.png,saved,
recipe-image-044-sushi-lumière-grill,Sushi Lumière,Grill,Charcoal-kissed sea bass with kombu butter and citrus zest,dish_pictures/Chef_Tomoyuki_Lambert-Sushi_Lumière-Grill-Charcoal-kissed_sea_bass_with_kombu_butter_and_citrus_zest.webp,artifacts/recipe_images/new_pngs/recipe-image-044-sushi-lumière-grill.png,saved,
recipe-image-045-sushi-lumière-dessert,Sushi Lumière,Dessert,Strawberry sorbet with sake kasu cream and sesame tuile,dish_pictures/Chef_Tomoyuki_Lambert-Sushi_Lumière-Dessert-Strawberry_sorbet_with_sake_kasu_cream_and_sesame_tuile.webp,artifacts/recipe_images/new_pngs/recipe-image-045-sushi-lumière-dessert.png,saved,
recipe-image-046-casa-rivero-opening,Casa Rivero,Opening,Beef tartare with smoked egg yolk and chimichurri,dish_pictures/Chef_Martina_Tassi-Casa_Rivero-Opening-Beef_tartare_with_smoked_egg_yolk_and_chimichurri.webp,artifacts/recipe_images/new_pngs/recipe-image-046-casa-rivero-opening.png,saved,
recipe-image-047-casa-rivero-offal,Casa Rivero,Offal,Grilled sweetbread with charred lettuce and lemon,dish_pictures/Chef_Martina_Tassi-Casa_Rivero-Offal-Grilled_sweetbread_with_charred_lettuce_and_lemon.webp,artifacts/recipe_images/new_pngs/recipe-image-047-casa-rivero-offal.png,saved,
recipe-image-048-casa-rivero-pasta,Casa Rivero,Pasta,Hand-cut tagliatelle with bone marrow and parmesan,dish_pictures/Chef_Martina_Tassi-Casa_Rivero-Pasta-Hand-cut_tagliatelle_with_bone_marrow_and_parmesan.webp,artifacts/recipe_images/new_pngs/recipe-image-048-casa-rivero-pasta.png,saved,
recipe-image-049-casa-rivero-meat,Casa Rivero,Meat,Dry-aged sirloin with potatoes and criolla salsa,dish_pictures/Chef_Martina_Tassi-Casa_Rivero-Meat-Dry-aged_sirloin_with_potatoes_and_criolla_salsa.webp,artifacts/recipe_images/new_pngs/recipe-image-049-casa-rivero-meat.png,saved,
recipe-image-050-casa-rivero-dessert,Casa Rivero,Dessert,Dulce de leche mille-feuille with toasted milk ice cream,dish_pictures/Chef_Martina_Tassi-Casa_Rivero-Dessert-Dulce_de_leche_mille-feuille_with_toasted_milk_ice_cream.webp,artifacts/recipe_images/new_pngs/recipe-image-050-casa-rivero-dessert.png,saved,
